1,337749064	1,350402208	1,236010072	0,798782918	1,414306317	0,572413123	0,626823186	0,708307459	0,542786704	0,49858045	0,70811096	1,369508998	1,222498692	0,452240801	0,369879629	0,556628608	0,689262036	1,108459114	1,423231169	0,668143585	0,595861917	0,626315101	0,910405703	1,155648106	1,581747408	1,368387073	1,644466444	1,366592194	2,047376819	0,735650112	1,235417217	0,837550433	0,772792672	0,760977875	0,498090251	0,583774786	0,850781438	0,965134799	1,042600056	0,574377853	0,466398303	0,866013624	0,773720877	1,315260356	0,921145303	0,611841856	0,619069753	0,712237138	0,966932124	1,076891608	1,364941059	1,109770793	L
1,520284533	1,42587564	1,536054309	0,637589296	1,170891848	0,52204404	0,584034282	0,474071604	0,371183517	0,431248722	0,721018335	1,209464687	0,887642844	0,536729897	0,505174046	0,583692887	0,556304628	0,907663736	1,443720512	0,739164781	0,912659354	0,77035089	1,112972981	0,774384389	1,106866991	1,134119829	1,480490584	1,171853038	1,883633088	0,658643666	0,948869555	0,680213404	0,707116545	0,681890526	0,48442655	0,477894479	0,782852926	0,940664337	1,175036441	0,464911031	0,423359569	0,644839792	0,67217269	1,338848381	1,010928203	0,714004255	0,728416078	0,746366253	0,638751109	0,825474751	1,177334137	0,99850374	L
1,575447647	1,344114476	1,108173278	0,707946315	1,675467366	0,626822743	0,63081222	0,650926109	0,402561421	0,573776956	1,042221151	1,404767087	1,166378183	0,541380241	0,593612933	0,694255301	0,84210099	1,358168099	1,340360625	0,851350321	0,95930943	0,944337146	0,810759412	0,831028851	1,295417666	1,379715005	1,638120943	1,528323228	2,086247157	0,816550134	1,055780019	0,741295499	0,712111052	0,918174385	0,505084161	0,475393158	0,842786508	1,006749995	0,908727869	0,414486323	0,569327454	0,610512018	0,740691846	1,310753048	1,007667996	0,767106591	0,734396941	0,833173525	0,827446263	0,972939599	1,519281752	1,135651113	L
1,77518254	1,504498491	1,335961893	0,489191425	1,665060999	0,361113964	0,354452181	0,374996927	0,443284114	0,530246767	0,830068431	1,352295792	1,028583876	0,413102682	0,438924957	0,575802377	0,622048592	0,927992072	1,400473265	0,804248916	0,783289277	0,797319237	0,791577499	0,627794531	0,92487264	0,976347113	1,386601685	1,40656397	1,57792579	0,754311769	1,143890498	0,895596562	0,848886053	0,857395884	0,46421123	0,564954025	0,808050438	1,061228295	1,207167886	0,544616512	0,483288274	0,607259773	0,672997579	1,052419837	1,052258993	0,751314129	0,79498385	0,870184491	0,744663411	0,867974505	1,220172402	1,157070339	L
2,00581249	1,60190381	1,803567142	0,557875072	1,980666102	0,823472665	0,779939494	0,661699807	0,488827909	0,657220762	1,253022527	1,708093291	1,478888015	0,861626594	0,873550724	0,917858463	0,906422764	1,655324134	1,461478397	0,958232998	1,375537668	1,624664085	1,48629966	1,325696704	1,980735136	2,376685515	1,363133491	1,310225985	1,859537824	0,737334519	1,060855479	0,694853441	0,747511845	0,740655387	0,597050299	0,59566743	0,735336217	0,967172322	1,128432596	0,462660471	0,478522857	0,796999454	0,826021836	1,293478997	0,98966428	0,564658611	0,538889417	0,736542199	0,849501798	1,019158936	1,408635399	1,179074766	L
1,763039459	1,953043801	2,290605085	0,968727084	1,511849617	0,723831337	0,689864301	0,925310124	0,795562768	0,632250966	1,433456933	1,605830922	1,213790019	0,700514797	0,748014707	0,845466785	0,683160728	1,911520025	1,740654556	1,273852999	1,140937695	1,485857715	1,072775576	1,127591136	1,790354212	2,023598745	1,349991829	1,275529645	1,681857179	0,850347805	1,020184752	0,864032775	0,849410205	0,717702211	0,52583496	0,620034878	0,948621633	1,18797211	1,139362481	0,567941444	0,490972508	0,683865687	0,816394575	1,475307333	1,27892422	0,727792341	0,760964384	0,813732496	0,910333417	0,98683964	1,562679576	1,108130265	L
2,892058999	2,893217602	3,380776874	1,646561077	2,366501251	1,704326301	1,596117192	1,230365897	1,337498007	1,548717346	2,267131308	2,68683999	2,138933597	1,317762067	1,398900202	1,331298391	1,092405511	1,600655577	3,005616794	2,55356226	2,38581293	2,347730098	1,905014298	1,429921452	1,608825918	2,882899801	1,689733054	1,53861642	2,116554909	0,97152541	1,462708825	1,271745987	1,264014442	0,831903897	0,641867502	0,72556899	1,011825966	1,17398922	1,220161129	0,484399355	0,498854106	0,633362531	0,797121935	1,30348341	1,120878535	0,743719164	0,698647623	0,830590257	0,805665878	0,978019071	1,360905921	1,196001473	L
2,547035413	2,263397695	2,74042827	1,141407996	2,582433544	0,836091474	0,80825849	0,94119975	0,791184063	1,082000982	1,740128179	2,499681064	1,519041511	1,024579164	1,387187785	1,428792726	1,266967757	1,914906803	2,699205035	1,752474526	1,680127813	1,957847209	2,013149578	1,941908391	2,075063285	2,69050165	1,556748599	1,341789349	2,032633203	0,789145322	1,281416218	0,887082591	0,788588005	0,732075004	0,507273658	0,769902079	1,178813172	1,262515931	1,183677878	0,583975906	0,46525971	0,653377927	0,880942007	1,650053342	1,277133334	0,99640077	0,759941025	0,759841222	0,825035382	1,017081495	1,540063756	1,280672885	L
1,795399383	1,734126473	1,96180897	1,100198896	1,873942895	0,395504161	0,480807879	1,051405981	1,115351112	1,066575719	1,157917665	2,65500016	1,131229029	0,610399483	1,146980353	1,183385486	0,996796065	1,491224585	2,533863423	1,600352981	1,202317277	1,436080964	1,36745363	0,909133508	1,237884392	2,031250542	1,502735802	1,398213021	1,880685748	0,81029187	1,12464428	0,650143635	0,616667279	0,609769441	0,504112767	0,517610525	0,749741498	2,408611917	1,262015787	0,45981185	0,542680209	0,647956288	0,605407819	1,380467726	1,325958718	0,800068275	0,707141234	0,715959953	0,740082102	0,830887045	1,320524517	1,243908406	L
2,374411672	2,04395171	2,351474532	1,2473183	2,650450311	1,089335768	1,043445573	1,106560072	1,175650268	1,450883334	2,14995349	2,772851085	1,938928541	0,899524417	1,196561866	1,429615939	1,542520602	2,379648703	3,042148385	2,000294722	1,569327138	1,863286433	1,598421612	1,519012034	2,216701353	2,081269842	1,775869424	1,879077168	2,370992084	0,934564758	1,240796728	0,886833433	0,866072157	0,784439839	0,513962361	0,595484123	0,98167544	1,345512276	1,150979367	0,442667903	0,486160659	0,703978503	0,681489864	1,244735237	1,537111846	0,875033868	0,708878886	0,856125829	0,771859957	0,927806496	1,437268033	1,219801871	L
